loss,output_1_loss,output_2_loss,output_1_mae,output_2_mae,val_loss,val_output_1_loss,val_output_2_loss,val_output_1_mae,val_output_2_mae
2.0069072246551514,0.23111934959888458,0.24494045972824097,0.3913506269454956,0.40932637453079224,1.6531838178634644,0.1003313884139061,0.09658922255039215,0.23288622498512268,0.23883217573165894
1.5247020721435547,0.09385370463132858,0.053240761160850525,0.22273370623588562,0.1688823252916336,1.3945322036743164,0.0739797055721283,0.024003488942980766,0.19003282487392426,0.10986258834600449
1.3234056234359741,0.07879925519227982,0.0272874403744936,0.19860993325710297,0.12266285717487335,1.2159011363983154,0.06379318982362747,0.014531797729432583,0.18008941411972046,0.08617371320724487
1.1493561267852783,0.06956067681312561,0.01845536381006241,0.18750755488872528,0.09867377579212189,1.0763804912567139,0.07887525111436844,0.01214915607124567,0.21491919457912445,0.08220002055168152
0.9935094714164734,0.06349823623895645,0.01582968980073929,0.17559121549129486,0.09453019499778748,0.9044263958930969,0.0514223538339138,0.009012867696583271,0.15675221383571625,0.0677330419421196
0.8448279500007629,0.05447925254702568,0.011611263267695904,0.16125816106796265,0.08086660504341125,0.7631751894950867,0.04234766587615013,0.006386895664036274,0.13831038773059845,0.05644560232758522
0.7156769633293152,0.050470754504203796,0.009356976486742496,0.15752865374088287,0.07226193696260452,0.6508427262306213,0.04558568820357323,0.0064633931033313274,0.16174201667308807,0.05897309258580208
0.599793016910553,0.043502189218997955,0.008752654306590557,0.14449843764305115,0.06955812126398087,0.544217586517334,0.041446566581726074,0.0047896853648126125,0.14063581824302673,0.05046454444527626
0.4979320466518402,0.03651526942849159,0.007979379035532475,0.13388873636722565,0.06720655411481857,0.4483320713043213,0.0312285665422678,0.006497710011899471,0.13097944855690002,0.06476438790559769
0.4127075672149658,0.033568546175956726,0.006810782477259636,0.12801864743232727,0.06215137243270874,0.36130183935165405,0.021960362792015076,0.004117849748581648,0.1019211858510971,0.0463763102889061
