sensor_image,obj_id,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
image_1_0.png,1,"[0, 0, 0, 0, 0, 0]",1,0,0.517186125,1.641758257,0,0,-179.91047,0,0,0,0,0,0
image_2_0.png,1,"[0, 0, 0, 0, 0, 0]",2,0,-0.513299312,1.551591605,0,0,-179.6128679,0,0,0,0,0,0
image_3_0.png,1,"[0, 0, 0, 0, 0, 0]",3,0,4.084162307,1.512242894,0,0,-179.5179677,0,0,0,0,0,0
image_4_0.png,1,"[0, 0, 0, 0, 0, 0]",4,0,-2.524250983,1.623363987,0,0,-179.5125876,0,0,0,0,0,0
image_5_0.png,1,"[0, 0, 0, 0, 0, 0]",5,0,1.184419868,1.340638297,0,0,-179.4197908,0,0,0,0,0,0
image_6_0.png,1,"[0, 0, 0, 0, 0, 0]",6,0,2.405935646,1.258070861,0,0,-179.4177682,0,0,0,0,0,0
image_7_0.png,1,"[0, 0, 0, 0, 0, 0]",7,0,-4.636336179,1.647498613,0,0,-179.3262625,0,0,0,0,0,0
image_8_0.png,1,"[0, 0, 0, 0, 0, 0]",8,0,-4.488556963,1.875689893,0,0,-179.1667648,0,0,0,0,0,0
image_9_0.png,1,"[0, 0, 0, 0, 0, 0]",9,0,-3.504472607,1.440477261,0,0,-179.1452235,0,0,0,0,0,0
image_10_0.png,1,"[0, 0, 0, 0, 0, 0]",10,0,0.417458346,1.942154668,0,0,-178.9404885,0,0,0,0,0,0
image_11_0.png,1,"[0, 0, 0, 0, 0, 0]",11,0,-0.805197232,1.708264061,0,0,-178.8333916,0,0,0,0,0,0
image_12_0.png,1,"[0, 0, 0, 0, 0, 0]",12,0,1.185336618,1.212440512,0,0,-178.8007285,0,0,0,0,0,0
image_13_0.png,1,"[0, 0, 0, 0, 0, 0]",13,0,-2.227292589,1.148106378,0,0,-178.7366199,0,0,0,0,0,0
image_14_0.png,1,"[0, 0, 0, 0, 0, 0]",14,0,-3.055384679,1.830582977,0,0,-178.7220786,0,0,0,0,0,0
image_15_0.png,1,"[0, 0, 0, 0, 0, 0]",15,0,2.408710839,1.003897221,0,0,-178.6264398,0,0,0,0,0,0
image_16_0.png,1,"[0, 0, 0, 0, 0, 0]",16,0,2.886962482,1.202003814,0,0,-178.5897682,0,0,0,0,0,0
image_17_0.png,1,"[0, 0, 0, 0, 0, 0]",17,0,-2.19401376,1.181084689,0,0,-178.588981,0,0,0,0,0,0
