image_name,data_name,obj_id,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
frame_0_0.png,frame_0,1,1,-0.48813503927324753,0.0,-0.20552675214328775,0.0,0.0,-13.13047017599905,-0.6469040316048691,-3.3974604951815053,0.0,0.0,0.0,1.7584479666708006
frame_1_0.png,frame_1,1,2,0.6241278873730751,0.0,-0.9273255210020586,0.0,0.0,-2.6005427777614045,-4.156513062006972,-3.5345237162980627,0.0,0.0,0.0,-4.376107172016239
frame_2_0.png,frame_2,1,3,-0.6804456109393229,0.0,0.8579278836042261,0.0,0.0,-29.935786099314413,-4.458708006923029,-0.6996783146412913,0.0,0.0,0.0,-4.430536033750412
frame_3_0.png,frame_3,1,4,-2.7815675094985046,0.0,-0.957236684465528,0.0,0.0,-25.24762586578099,0.27980324588581595,2.087068232794479,0.0,0.0,0.0,-3.0180561769607444
frame_4_0.png,frame_4,1,5,3.817255741310668,0.0,0.7132934251819072,0.0,0.0,7.680425400852876,-2.69066333854531,-3.173654600125836,0.0,0.0,0.0,-2.3427611200570997
frame_5_0.png,frame_5,1,6,2.35444387895373,0.0,0.0876993355669029,0.0,0.0,-10.587194736828934,-2.6675635798548782,-2.5961071919109333,0.0,0.0,0.0,-3.2240533974438037
frame_6_0.png,frame_6,1,7,-1.1209572272242143,0.0,-0.8874961570292483,0.0,0.0,5.667124158059266,1.8291171358373748,2.878758863054979,0.0,0.0,0.0,-2.8460243052268295
frame_7_0.png,frame_7,1,8,-1.9763119592726488,0.0,-0.33353343089133536,0.0,0.0,33.396633211063204,-1.5044117552019838,-4.920434740415676,0.0,0.0,0.0,3.791908443693164
frame_8_0.png,frame_8,1,9,1.8457164907581616,0.0,-0.14039354083575928,0.0,0.0,35.81596703267748,1.2024169345048152,-3.5964996270629044,0.0,0.0,0.0,-1.0744755790250027
frame_9_0.png,frame_9,1,10,2.911232439051653,0.0,-0.30621665093079686,0.0,0.0,23.001696719855754,3.8168645052926076,-2.663105859832143,0.0,0.0,0.0,2.8420985157751275
frame_10_0.png,frame_10,1,11,3.4103041635448026,0.0,-0.31265917893054684,0.0,0.0,11.81473464051323,0.5953114823364771,3.9591137141412602,0.0,0.0,0.0,4.666055881262285
frame_11_0.png,frame_11,1,12,-3.2099322984793517,0.0,-0.6758898149976078,0.0,0.0,2.8213918517068564,2.4689846769472776,-3.490541600987214,0.0,0.0,0.0,3.0382198120232506
frame_12_0.png,frame_12,1,13,-4.767610881903371,0.0,-0.47852715879660335,0.0,0.0,34.1823094908148,-0.838266839648564,3.0799821054216636,0.0,0.0,0.0,4.11819322262577
frame_13_0.png,frame_13,1,14,2.0385980247785507,0.0,0.36403364121204795,0.0,0.0,-17.322490743301785,-3.8897687746497684,-3.705535407397617,0.0,0.0,0.0,-3.8899686334281682
frame_14_0.png,frame_14,1,15,-0.6660145420657511,0.0,-0.04649610693339934,0.0,0.0,-38.63665778185927,4.277254666001106,3.5622892797835037,0.0,0.0,0.0,-0.9883651556289745
frame_15_0.png,frame_15,1,16,1.8143104754867636,0.0,0.7364042751912157,0.0,0.0,28.512777419359484,3.6837108003447194,3.7553195762478198,0.0,0.0,0.0,-2.9042561051472333
frame_16_0.png,frame_16,1,17,-0.8651293481008313,0.0,-0.6578800584347262,0.0,0.0,20.699282412705163,0.26160822274925,4.346956724120968,0.0,0.0,0.0,3.072204041548372
frame_17_0.png,frame_17,1,18,-2.3519402212259486,0.0,0.5024937129600839,0.0,0.0,-6.5026715211786055,-1.404768667600277,-3.1892596442341876,0.0,0.0,0.0,-0.558248399837245
frame_18_0.png,frame_18,1,19,2.769183673593817,0.0,0.10574924276474529,0.0,0.0,18.23067442303797,2.969967685304473,4.84804968550983,0.0,0.0,0.0,-1.429243453773302
