sensor_image,data_name,obj_id,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
image_1737.png,image_1737,1,1737,-3.835314613,0,0.431485693,0,0,32.59602,2.821841636,4.188887681,0,0,0,-4.366978331
image_1632.png,image_1632,1,1632,3.027326629,0,0.588884429,0,0,28.53824921,-4.718822829,3.296796801,0,0,0,3.444875185
image_382.png,image_382,1,382,4.484340596,0,-0.206090597,0,0,-28.16869409,0.52806173,2.443424941,0,0,0,1.217541999
image_1295.png,image_1295,1,1295,-3.808404716,0,-0.640158917,0,0,14.16562158,-3.876647143,-3.88654674,0,0,0,-1.086737892
image_698.png,image_698,1,698,-4.904192054,0,-0.540068416,0,0,-12.8732673,-2.341463235,2.105674523,0,0,0,-4.577292151
image_1986.png,image_1986,1,1986,-4.556033019,0,-0.285171638,0,0,44.17129249,2.889366983,-0.251405748,0,0,0,-3.611495059
image_534.png,image_534,1,534,-4.245861863,0,-0.785162777,0,0,-21.07984949,-3.582804193,3.943156247,0,0,0,1.768257121
image_815.png,image_815,1,815,-4.039931738,0,0.425434353,0,0,-7.51899562,1.410806536,-1.465454933,0,0,0,-3.20178318
image_1503.png,image_1503,1,1503,-2.875144814,0,0.191063539,0,0,23.49281642,-2.94891801,-4.51186942,0,0,0,-0.481631182
image_378.png,image_378,1,378,-3.331716466,0,-0.815906686,0,0,-28.4063707,2.616122854,3.587139689,0,0,0,1.711460288
image_658.png,image_658,1,658,1.120231879,0,-0.981066855,0,0,-14.68669604,-0.120811165,-1.137850912,0,0,0,-4.470229273
image_218.png,image_218,1,218,-3.126057868,0,-0.55558333,0,0,-35.35355832,-0.233641076,-4.620067671,0,0,0,-0.67197252
image_915.png,image_915,1,915,2.917203362,0,0.43464521,0,0,-2.399275664,4.172784742,1.438823945,0,0,0,-3.777580258
image_954.png,image_954,1,954,-2.447648803,0,-0.89950645,0,0,-0.724313627,-3.187453982,-0.591281479,0,0,0,1.544384777
image_541.png,image_541,1,541,0.971845064,0,-0.496830821,0,0,-20.61968371,2.36378879,-4.185311124,0,0,0,-3.051791538
image_1262.png,image_1262,1,1262,-0.507749149,0,0.599870292,0,0,12.97927542,-1.071721202,-2.515921448,0,0,0,3.623501036
image_224.png,image_224,1,224,-3.441031955,0,-0.051093153,0,0,-35.10025932,2.96500115,2.251527929,0,0,0,2.48536349
image_1389.png,image_1389,1,1389,3.606998841,0,0.28117957,0,0,18.28825778,-3.249512024,3.423229568,0,0,0,-1.070887964
image_409.png,image_409,1,409,1.316066072,0,-0.951571541,0,0,-26.8775868,-2.400871602,-2.572244107,0,0,0,-0.38357135
image_1066.png,image_1066,1,1066,2.797263387,0,0.714983529,0,0,3.426865435,0.364461085,-3.124552035,0,0,0,2.239228372
image_1267.png,image_1267,1,1267,4.186880348,0,-0.75476159,0,0,13.18223916,-2.504738987,0.757340979,0,0,0,-3.347017945
image_455.png,image_455,1,455,0.744443542,0,0.023863425,0,0,-24.80085902,-1.003437054,4.471545433,0,0,0,3.246782461
image_1403.png,image_1403,1,1403,-4.356222561,0,0.094616704,0,0,18.98288774,1.570771739,2.439544865,0,0,0,-0.159035113
image_486.png,image_486,1,486,4.238254667,0,-0.068771438,0,0,-23.29557958,3.370204538,4.384543971,0,0,0,-4.971268671
image_322.png,image_322,1,322,4.181899902,0,0.247996322,0,0,-30.71131049,-4.57040149,-0.589240674,0,0,0,-0.090161324
image_354.png,image_354,1,354,-1.118391471,0,-0.657675797,0,0,-29.24654846,-0.710044005,-1.976720995,0,0,0,-3.350830972
image_181.png,image_181,1,181,3.074270864,0,0.046983697,0,0,-36.80671211,-2.204139053,2.157643687,0,0,0,0.620605625
image_434.png,image_434,1,434,-2.661106703,0,0.186861097,0,0,-25.94768766,0.741201216,2.771659748,0,0,0,2.493564615
image_1723.png,image_1723,1,1723,-0.625690712,0,-0.698004786,0,0,32.3565586,-2.013176247,1.629127413,0,0,0,4.733402637
image_349.png,image_349,1,349,-2.967764558,0,0.384714029,0,0,-29.34313426,-4.92245113,-0.92223235,0,0,0,3.964800335
image_842.png,image_842,1,842,3.824187547,0,-0.636039809,0,0,-6.016354828,1.437242571,-4.008403107,0,0,0,4.157170431
image_1607.png,image_1607,1,1607,-4.292746542,0,0.810411298,0,0,27.89493873,-2.470128939,3.852622263,0,0,0,-2.077394042
image_1518.png,image_1518,1,1518,1.6116596,0,-0.791445968,0,0,24.12583178,-0.485251215,-1.661991067,0,0,0,2.33733757
image_1302.png,image_1302,1,1302,-0.245544504,0,0.847138525,0,0,14.34163045,3.123150146,0.919778552,0,0,0,-3.277986377
image_1704.png,image_1704,1,1704,0.378498201,0,-0.051312667,0,0,31.54354053,-4.014039991,-4.722453429,0,0,0,1.491694535
image_1735.png,image_1735,1,1735,-2.737287802,0,0.052639138,0,0,32.58541085,1.373695005,0.926670961,0,0,0,-0.09665133
image_482.png,image_482,1,482,-0.540164426,0,-0.287230369,0,0,-23.54271006,-1.383212378,0.18999727,0,0,0,0.790044127
image_1715.png,image_1715,1,1715,-1.684573094,0,0.356895666,0,0,32.06305057,-0.386578429,4.807706118,0,0,0,-3.438599818
image_1746.png,image_1746,1,1746,4.402234112,0,-0.914126127,0,0,33.07992402,4.968648713,-3.218237443,0,0,0,-0.570832777
image_546.png,image_546,1,546,-1.09685024,0,-0.258757537,0,0,-20.50376878,2.046323738,-1.237126962,0,0,0,2.169515704
image_605.png,image_605,1,605,-3.615775587,0,0.018617268,0,0,-17.67728111,0.709979796,2.828103557,0,0,0,-3.26232431
image_437.png,image_437,1,437,0.432016687,0,-0.844201962,0,0,-25.76264393,-3.088650311,-0.902913702,0,0,0,-3.114561262
image_173.png,image_173,1,173,0.362726128,0,0.977106929,0,0,-37.1583945,-4.890841765,-2.744263971,0,0,0,1.499822214
image_673.png,image_673,1,673,-4.144701327,0,0.090199522,0,0,-13.99281455,2.721843533,-1.342737302,0,0,0,-0.972755158
image_1329.png,image_1329,1,1329,2.189931319,0,-0.873821095,0,0,15.97507819,-1.096045811,1.963050042,0,0,0,-1.229041645
image_813.png,image_813,1,813,-2.970136262,0,-0.563002039,0,0,-7.605750869,-3.590834741,-4.507266981,0,0,0,-3.598028258
image_426.png,image_426,1,426,-0.414027554,0,0.6765559,0,0,-26.26260323,0.341980602,1.74484011,0,0,0,3.150610399
image_1290.png,image_1290,1,1290,-0.840035865,0,-0.170349667,0,0,14.04483473,-4.849483739,1.437585343,0,0,0,4.555507401
image_1310.png,image_1310,1,1310,2.635383168,0,-0.944176246,0,0,15.05693635,-2.679542633,4.086961426,0,0,0,1.11215199
image_610.png,image_610,1,610,-3.596985526,0,-0.759087458,0,0,-17.49443375,1.292368201,-4.495568226,0,0,0,2.180019076
image_109.png,image_109,1,109,-3.330933175,0,0.785183604,0,0,-40.10209578,1.117006877,-3.906950216,0,0,0,0.82103639
image_1401.png,image_1401,1,1401,0.540249537,0,0.286163883,0,0,18.90179056,4.134106786,0.817026424,0,0,0,0.468626897
image_970.png,image_970,1,970,4.236386915,0,-0.925449396,0,0,-0.062796327,-2.001646284,-0.872687286,0,0,0,2.499611991
image_1583.png,image_1583,1,1583,-1.716888959,0,-0.934579875,0,0,26.8292912,2.46750966,4.499672465,0,0,0,3.607964562
image_1247.png,image_1247,1,1247,-2.726302061,0,-0.350478191,0,0,12.07796866,3.343551599,-3.939707065,0,0,0,-3.77151874
image_1701.png,image_1701,1,1701,-0.971989348,0,0.477488796,0,0,31.48645502,0.736430472,-4.534796119,0,0,0,-4.859165264
image_1269.png,image_1269,1,1269,0.971237614,0,0.932328071,0,0,13.26618736,2.028242153,-4.386155071,0,0,0,-1.408928273
image_1227.png,image_1227,1,1227,-2.076010156,0,0.792728865,0,0,11.01528539,-4.486447929,-2.598065472,0,0,0,0.378069194
image_1643.png,image_1643,1,1643,-1.358892328,0,0.430484257,0,0,29.03757124,0.851205427,4.073270615,0,0,0,1.99690487
image_1895.png,image_1895,1,1895,-2.762606887,0,0.293937026,0,0,40.34629977,-4.54227955,-1.511212134,0,0,0,1.442996307
image_1300.png,image_1300,1,1300,3.69150084,0,0.45691357,0,0,14.2960927,3.810091816,-4.429792954,0,0,0,-3.66841107
image_1560.png,image_1560,1,1560,2.707065877,0,-0.008689523,0,0,25.96758527,0.247785925,2.503031067,0,0,0,-4.344292162
image_1759.png,image_1759,1,1759,-4.954896949,0,-0.261941817,0,0,33.99206287,2.706374966,3.048067418,0,0,0,-0.805995013
image_141.png,image_141,1,141,1.720981018,0,0.716996029,0,0,-38.72275602,-2.415190061,-1.75243452,0,0,0,4.184009703
image_44.png,image_44,1,44,4.497391937,0,0.084946782,0,0,-42.98994929,2.290144545,-3.969930869,0,0,0,4.353129766
image_135.png,image_135,1,135,3.968632252,0,-0.725364979,0,0,-38.78598394,1.250940608,-4.240689674,0,0,0,2.840065703
image_401.png,image_401,1,401,4.981794503,0,-0.589266729,0,0,-27.21575843,4.939115832,2.177111813,0,0,0,-0.773122786
image_1783.png,image_1783,1,1783,-0.088070863,0,-0.999765779,0,0,35.39741858,-3.376130011,0.921565118,0,0,0,-3.78989261
image_767.png,image_767,1,767,-1.591021247,0,0.755947922,0,0,-9.911535512,-0.287061492,0.315489283,0,0,0,-0.580263996
image_1830.png,image_1830,1,1830,-3.997015286,0,-0.092862073,0,0,37.57062234,1.191550198,-2.521636497,0,0,0,-2.095028561
image_1795.png,image_1795,1,1795,-1.01344648,0,-0.598566009,0,0,35.93375215,-3.137649478,4.861078623,0,0,0,-2.358885631
image_451.png,image_451,1,451,-2.510781592,0,-0.006736173,0,0,-25.05573178,-2.640194095,1.141739549,0,0,0,0.268451273
image_394.png,image_394,1,394,3.696235972,0,-0.040008703,0,0,-27.54412213,3.402862976,-4.248327995,0,0,0,-4.13512011
image_1539.png,image_1539,1,1539,-3.502253513,0,0.045432081,0,0,25.01949674,2.047690365,-0.443848772,0,0,0,-1.820860648
image_1132.png,image_1132,1,1132,3.787176553,0,-0.934377764,0,0,6.297765842,-0.887984711,-4.168130107,0,0,0,1.361767147
image_1487.png,image_1487,1,1487,-1.995526325,0,0.762969098,0,0,22.48847462,-2.182011967,3.643220409,0,0,0,0.828422295
image_124.png,image_124,1,124,-1.768279808,0,-0.814726637,0,0,-39.39937125,-3.700369382,0.924035783,0,0,0,1.334816823
image_760.png,image_760,1,760,1.023937,0,-0.386178077,0,0,-10.1763906,-1.617397069,-1.05304694,0,0,0,4.484691611
image_861.png,image_861,1,861,3.772976931,0,-0.026927981,0,0,-5.116387141,2.626709718,0.274562706,0,0,0,1.129750039
image_985.png,image_985,1,985,3.52383921,0,0.66812873,0,0,0.59887397,4.98665372,1.000989632,0,0,0,3.475189001
image_670.png,image_670,1,670,-4.006531571,0,0.562980068,0,0,-14.21325991,1.043783129,-0.080600561,0,0,0,-3.951456032
image_1954.png,image_1954,1,1954,-4.314955926,0,0.76568957,0,0,42.9477608,-4.67241691,3.540529115,0,0,0,4.144060122
image_754.png,image_754,1,754,4.687454154,0,0.393536892,0,0,-10.39532704,-3.736296364,0.84951262,0,0,0,0.407830573
image_1727.png,image_1727,1,1727,2.156631812,0,0.519308243,0,0,32.4390269,4.400266716,-3.004984547,0,0,0,-3.903446225
image_1511.png,image_1511,1,1511,-0.364317881,0,0.025164431,0,0,23.7982941,2.137219907,-1.301924221,0,0,0,2.924789936
image_225.png,image_225,1,225,0.325028948,0,0.311781584,0,0,-35.09127234,-4.858211697,1.49900038,0,0,0,2.812529253
image_1221.png,image_1221,1,1221,-1.92575982,0,-0.152693394,0,0,10.78728413,3.121663704,-2.538704341,0,0,0,-1.557544095
image_779.png,image_779,1,779,4.532652274,0,-0.095673752,0,0,-9.515108454,-2.602731103,2.057150344,0,0,0,2.774498996
image_1574.png,image_1574,1,1574,-1.295220939,0,0.938801513,0,0,26.4668045,-2.88772183,-0.855810163,0,0,0,-1.603778806
image_1933.png,image_1933,1,1933,2.669698447,0,0.543791621,0,0,42.08879599,-4.006093104,3.721391539,0,0,0,3.223427694
image_1696.png,image_1696,1,1696,-0.865519318,0,-0.572867518,0,0,31.30182689,4.3815164,3.473009749,0,0,0,4.039798441
image_1846.png,image_1846,1,1846,-4.326687298,0,0.600588439,0,0,38.32841094,2.309185679,2.323704314,0,0,0,4.559384882
image_2000.png,image_2000,1,2000,-4.536685723,0,0.403159049,0,0,44.99389308,-3.474062582,3.725963986,0,0,0,-2.418486914
image_1971.png,image_1971,1,1971,0.434804128,0,0.268621541,0,0,43.66105078,-2.351586945,4.428770022,0,0,0,3.322352839
image_573.png,image_573,1,573,3.051002316,0,-0.914373326,0,0,-19.47370944,4.831477117,-3.467237286,0,0,0,1.990896718
image_166.png,image_166,1,166,3.602056856,0,0.577471795,0,0,-37.42829778,2.956553598,-1.426068741,0,0,0,-2.034800187
image_1088.png,image_1088,1,1088,-4.899907452,0,0.001996148,0,0,4.213033595,2.501218432,-2.569473471,0,0,0,3.431993218
image_1236.png,image_1236,1,1236,-0.733757367,0,0.142602454,0,0,11.44861941,2.303162125,-0.193786413,0,0,0,4.668195914
image_973.png,image_973,1,973,-4.523187626,0,-0.124951869,0,0,0.04629988,0.267288907,0.861155901,0,0,0,1.534260957
image_1008.png,image_1008,1,1008,2.941196593,0,-0.563330729,0,0,1.398864615,-2.738779612,-1.736774636,0,0,0,2.016950904
image_50.png,image_50,1,50,3.05290352,0,-0.09021672,0,0,-42.55605208,-0.285816557,4.023261143,0,0,0,-0.731251849
image_1729.png,image_1729,1,1729,2.945157821,0,0.327235953,0,0,32.47580856,-1.237035164,2.607592384,0,0,0,-1.938508067
image_6.png,image_6,1,6,1.319496274,0,-0.372944591,0,0,-44.38723257,-0.983969831,-4.491595451,0,0,0,-2.186506074
image_1709.png,image_1709,1,1709,-0.38690982,0,-0.772216348,0,0,31.87904186,3.675588449,3.896663538,0,0,0,4.780562495
image_1142.png,image_1142,1,1142,1.533582044,0,-0.46367558,0,0,6.981568276,-2.325241627,-2.332021669,0,0,0,4.833249346
image_817.png,image_817,1,817,0.380397799,0,0.553649237,0,0,-7.404649596,1.464110818,1.278666005,0,0,0,4.063197606
image_188.png,image_188,1,188,0.224160135,0,0.138269946,0,0,-36.63592906,0.103780482,-4.281293607,0,0,0,-0.550056684
image_1852.png,image_1852,1,1852,3.546820233,0,0.425896451,0,0,38.80650188,-4.413686574,4.514529012,0,0,0,1.185551063
image_1914.png,image_1914,1,1914,1.214079223,0,0.288098212,0,0,41.29880525,-3.591323488,-2.892918617,0,0,0,4.875913538
image_934.png,image_934,1,934,2.599906607,0,0.669200401,0,0,-1.449252024,3.714412594,3.337245492,0,0,0,4.039637571
image_1283.png,image_1283,1,1283,3.43349833,0,-0.113906057,0,0,13.8881331,-4.103206768,2.326690236,0,0,0,1.26849663
image_1138.png,image_1138,1,1138,-4.811831893,0,0.309522636,0,0,6.675229147,-1.040250922,-0.809529013,0,0,0,2.009873944
image_1399.png,image_1399,1,1399,2.673400564,0,0.058828965,0,0,18.7262121,-1.415230654,1.991144253,0,0,0,-1.185409426
image_1863.png,image_1863,1,1863,-2.588020924,0,-0.870991702,0,0,39.21472354,4.885290696,3.255489487,0,0,0,0.960620482
image_1916.png,image_1916,1,1916,4.292918059,0,-0.031688697,0,0,41.37122254,2.231275879,-1.736510145,0,0,0,-1.036252607
image_1156.png,image_1156,1,1156,4.845363934,0,0.469968673,0,0,7.462929419,0.580072295,-2.67349411,0,0,0,-0.959617712
image_595.png,image_595,1,595,-1.432976579,0,0.969837604,0,0,-18.16492263,-2.633986579,-0.035104872,0,0,0,0.867437704
image_119.png,image_119,1,119,0.276807873,0,0.235758257,0,0,-39.75640461,4.604764917,-3.712985202,0,0,0,-3.905205127
image_1857.png,image_1857,1,1857,-3.109779721,0,-0.877562127,0,0,38.88510353,-1.747145795,-0.099289409,0,0,0,-1.327414713
image_1131.png,image_1131,1,1131,-2.759391824,0,0.661529556,0,0,6.24623884,-3.746614716,4.39007265,0,0,0,1.448442235
image_584.png,image_584,1,584,4.208393339,0,-0.539998879,0,0,-18.95305143,-0.197016717,1.815904155,0,0,0,-3.812655033
image_1297.png,image_1297,1,1297,-3.812956717,0,-0.083049592,0,0,14.21098246,3.71938378,1.81892534,0,0,0,-4.335530153
image_569.png,image_569,1,569,-1.578955158,0,0.02497321,0,0,-19.54731806,-3.699805463,1.567032484,0,0,0,-3.805566785
image_567.png,image_567,1,567,-1.839486167,0,0.961176842,0,0,-19.66390152,-1.31301085,-0.718409803,0,0,0,0.881508343
image_1637.png,image_1637,1,1637,3.7934254,0,0.216373948,0,0,28.82658352,1.91478019,-4.607728469,0,0,0,-2.976457499
image_88.png,image_88,1,88,1.596100738,0,0.31376026,0,0,-40.78428977,0.600497825,2.049743505,0,0,0,1.613458863
image_1946.png,image_1946,1,1946,-2.644828463,0,0.028828032,0,0,42.64039787,-1.065878751,-4.426667864,0,0,0,2.802000417
image_547.png,image_547,1,547,2.697778039,0,-0.873614084,0,0,-20.48310757,-3.693282391,-0.57418677,0,0,0,4.033459574
image_642.png,image_642,1,642,4.997692373,0,0.106819538,0,0,-15.50020852,3.681606011,-0.161778824,0,0,0,1.337520487
image_1068.png,image_1068,1,1068,-2.159745045,0,-0.192484281,0,0,3.454560357,3.037010474,-2.076926809,0,0,0,2.044404658
image_514.png,image_514,1,514,-1.005967913,0,-0.442724694,0,0,-21.85858168,-0.048352862,-0.006141695,0,0,0,0.625051976
image_671.png,image_671,1,671,3.373154091,0,0.204092012,0,0,-14.18158689,-1.407723586,3.054072254,0,0,0,-0.608872331
image_972.png,image_972,1,972,-1.678265434,0,-0.492579549,0,0,0.038773302,-3.121200938,-4.473450249,0,0,0,-0.875546546
image_1837.png,image_1837,1,1837,-0.845691955,0,0.295322315,0,0,37.7724897,3.733172082,3.880722313,0,0,0,-3.884790024
image_1063.png,image_1063,1,1063,1.88122511,0,-0.907860918,0,0,3.325121756,-1.645174779,0.755379679,0,0,0,-0.286270257
image_1.png,image_1,1,1,-3.820941833,0,0.700822309,0,0,-44.98056669,-2.953439309,-4.409724629,0,0,0,-2.190470731
image_1253.png,image_1253,1,1253,-3.391063216,0,0.552731366,0,0,12.45040573,-3.877020923,0.214214885,0,0,0,-0.358977685
image_978.png,image_978,1,978,4.84154717,0,0.473410297,0,0,0.245783581,-0.350474456,-3.291580268,0,0,0,4.768007539
image_1203.png,image_1203,1,1203,-1.265821506,0,0.958073429,0,0,9.691974342,-3.206680686,0.892335987,0,0,0,1.219367168
image_98.png,image_98,1,98,2.684001395,0,-0.327991892,0,0,-40.41514979,-4.827693321,0.170275495,0,0,0,4.916880431
image_249.png,image_249,1,249,0.416180801,0,-0.150432146,0,0,-33.85247892,-0.409117289,-3.056165346,0,0,0,-1.303891912
image_789.png,image_789,1,789,-2.307630222,0,-0.766592248,0,0,-9.155529308,2.379545869,-1.849758545,0,0,0,4.683478664
image_1521.png,image_1521,1,1521,-0.295321956,0,0.861089517,0,0,24.30214939,2.236534676,-4.663211459,0,0,0,-0.266148633
image_708.png,image_708,1,708,-2.520882269,0,0.647840597,0,0,-12.41611437,-4.59566653,-0.654077944,0,0,0,3.645750129
image_886.png,image_886,1,886,0.684752068,0,-0.832334114,0,0,-3.877646912,4.621425498,3.492883334,0,0,0,0.301272088
image_1556.png,image_1556,1,1556,-3.822485177,0,0.838514039,0,0,25.78995682,1.503091206,-1.300619701,0,0,0,1.861477456
image_83.png,image_83,1,83,0.159838011,0,0.621023631,0,0,-40.93280611,-3.927774353,-4.083103857,0,0,0,1.44567322
image_1428.png,image_1428,1,1428,-0.278805829,0,0.541759269,0,0,20.06987656,3.12885172,-0.115232328,0,0,0,-3.656856177
image_843.png,image_843,1,843,2.366811023,0,0.728041937,0,0,-5.991339253,-4.89077043,4.20209458,0,0,0,0.111219976
image_1807.png,image_1807,1,1807,1.200373052,0,-0.657296462,0,0,36.58108035,-4.241977358,0.161418186,0,0,0,-1.880667783
image_591.png,image_591,1,591,-1.647407035,0,-0.446894385,0,0,-18.39856148,3.510005032,-1.863705603,0,0,0,3.273520082
image_968.png,image_968,1,968,3.516463463,0,-0.987618477,0,0,-0.089695251,-4.877128569,2.388059391,0,0,0,-3.146933277
image_691.png,image_691,1,691,3.779194638,0,-0.479007269,0,0,-13.1442888,0.035497284,-4.719053858,0,0,0,-0.780696235
image_51.png,image_51,1,51,-0.439807262,0,0.11538778,0,0,-42.47491622,4.157695429,-4.682756934,0,0,0,-0.809495625
