image_name,data_name,obj_id,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
frame_0_0.png,frame_0,1,1,0.0,0.8431659513805498,0.0,0.0,0.0,-29.9973967654635,-2.5812541603294434,0.0,0.0,0.0,0.0,-4.269195441445085
frame_1_0.png,frame_1,1,2,0.0,-0.7163165092948964,0.0,0.0,0.0,-29.991316574891485,-4.718065500461332,0.0,0.0,0.0,0.0,2.3099596890589904
frame_2_0.png,frame_2,1,3,0.0,-0.638724490503058,0.0,0.0,0.0,-29.98884078573455,0.4582022464268061,0.0,0.0,0.0,0.0,0.5108800648582772
frame_3_0.png,frame_3,1,4,0.0,0.042783190592360576,0.0,0.0,0.0,-29.96613189431754,-3.3313308010400267,0.0,0.0,0.0,0.0,1.2666653343764231
frame_4_0.png,frame_4,1,5,0.0,-0.9555273689326528,0.0,0.0,0.0,-29.96388496397623,-1.3191115710217405,0.0,0.0,0.0,0.0,4.217712602857836
frame_5_0.png,frame_5,1,6,0.0,-0.8155543341614653,0.0,0.0,0.0,-29.930820394071993,2.7555447604860173,0.0,0.0,0.0,0.0,-0.3547475939696572
frame_6_0.png,frame_6,1,7,0.0,-0.4052507346062551,0.0,0.0,0.0,-29.924946853461986,2.5027321769400523,0.0,0.0,0.0,0.0,-1.0563550843641547
frame_9_0.png,frame_9,1,10,0.0,-0.49831996459020506,0.0,0.0,0.0,-29.88651617627289,-2.1519760038854416,0.0,0.0,0.0,0.0,0.06322566582092204
frame_11_0.png,frame_11,1,12,0.0,-1.314219741583421,0.0,0.0,0.0,-29.87831619368453,3.7521329937908834,0.0,0.0,0.0,0.0,-4.652994685677016
frame_12_0.png,frame_12,1,13,0.0,1.4937047251520277,0.0,0.0,0.0,-29.871697255213164,-3.5827471753580813,0.0,0.0,0.0,0.0,-0.9552743517074812
frame_14_0.png,frame_14,1,15,0.0,0.31623353963708656,0.0,0.0,0.0,-29.82980131231844,-4.739882864698531,0.0,0.0,0.0,0.0,4.3554866598547015
frame_15_0.png,frame_15,1,16,0.0,1.8002254745716495,0.0,0.0,0.0,-29.82171326525698,1.730602417090619,0.0,0.0,0.0,0.0,2.603753342374969
frame_16_0.png,frame_16,1,17,0.0,-0.4354798328956062,0.0,0.0,0.0,-29.810521644023947,3.235044771703055,0.0,0.0,0.0,0.0,0.2602607657496057
frame_22_0.png,frame_22,1,23,0.0,-1.945248730553944,0.0,0.0,0.0,-29.73572701516684,2.856259967450665,0.0,0.0,0.0,0.0,0.3066027017658115
frame_24_0.png,frame_24,1,25,0.0,-1.5277768921745265,0.0,0.0,0.0,-29.691347101734515,-2.5901789573985563,0.0,0.0,0.0,0.0,2.4602263034677163
frame_25_0.png,frame_25,1,26,0.0,-0.5572759880173335,0.0,0.0,0.0,-29.67865770788508,-3.3982358556998378,0.0,0.0,0.0,0.0,-2.6942912951875733
frame_26_0.png,frame_26,1,27,0.0,1.5699463521966668,0.0,0.0,0.0,-29.676802146855373,2.351439326091657,0.0,0.0,0.0,0.0,3.93126703898252
frame_28_0.png,frame_28,1,29,0.0,-0.8021144912714511,0.0,0.0,0.0,-29.65398499324573,-1.0305355756547696,0.0,0.0,0.0,0.0,0.4440561303169249
frame_29_0.png,frame_29,1,30,0.0,-1.9116491974116228,0.0,0.0,0.0,-29.63981573869164,1.1634826864167611,0.0,0.0,0.0,0.0,3.5907013686599223
frame_30_0.png,frame_30,1,31,0.0,0.6800509404691919,0.0,0.0,0.0,-29.636136411685772,-1.9149010135148608,0.0,0.0,0.0,0.0,-1.787000033793726
frame_32_0.png,frame_32,1,33,0.0,0.16940726521166916,0.0,0.0,0.0,-29.611335094263147,2.7388081772886985,0.0,0.0,0.0,0.0,-3.160542442456132
frame_33_0.png,frame_33,1,34,0.0,-1.796109345612714,0.0,0.0,0.0,-29.60846251431016,-0.486502401882202,0.0,0.0,0.0,0.0,-3.3475149144907874
frame_34_0.png,frame_34,1,35,0.0,0.3912890726690073,0.0,0.0,0.0,-29.605088886719123,-4.08712848225281,0.0,0.0,0.0,0.0,-3.715165941658089
frame_35_0.png,frame_35,1,36,0.0,1.8622708037990043,0.0,0.0,0.0,-29.581537197772263,0.31254492190024585,0.0,0.0,0.0,0.0,-3.1684144301194483
frame_36_0.png,frame_36,1,37,0.0,-0.9194320388761552,0.0,0.0,0.0,-29.574835600812825,-0.7456001183457142,0.0,0.0,0.0,0.0,1.1726704166668778
frame_37_0.png,frame_37,1,38,0.0,0.9599757352855288,0.0,0.0,0.0,-29.53578154134581,1.367781408882862,0.0,0.0,0.0,0.0,0.579013900859902
frame_39_0.png,frame_39,1,40,0.0,0.8199927641453684,0.0,0.0,0.0,-29.51437118585192,0.4409037060334455,0.0,0.0,0.0,0.0,2.908792133223322
frame_40_0.png,frame_40,1,41,0.0,0.015831758782812066,0.0,0.0,0.0,-29.501180385637827,1.8481178158577185,0.0,0.0,0.0,0.0,2.3713216336474465
frame_41_0.png,frame_41,1,42,0.0,-1.0937359808974807,0.0,0.0,0.0,-29.498979150932087,3.9253422188539977,0.0,0.0,0.0,0.0,-0.05065991924204916
frame_42_0.png,frame_42,1,43,0.0,-1.3936815682613437,0.0,0.0,0.0,-29.482261563610248,-1.568684231993509,0.0,0.0,0.0,0.0,-1.4749895441416239
frame_43_0.png,frame_43,1,44,0.0,0.4574883703312933,0.0,0.0,0.0,-29.46259215574729,3.243492630637937,0.0,0.0,0.0,0.0,1.338658078409054
frame_44_0.png,frame_44,1,45,0.0,-0.4298298179536389,0.0,0.0,0.0,-29.45642519304405,-0.8013086039287467,0.0,0.0,0.0,0.0,-4.735248083957154
frame_45_0.png,frame_45,1,46,0.0,1.7371636620714035,0.0,0.0,0.0,-29.449048670272063,2.4633999261144446,0.0,0.0,0.0,0.0,-0.3586792720086152
frame_46_0.png,frame_46,1,47,0.0,-1.7172477298047393,0.0,0.0,0.0,-29.43590714265383,2.201071426139141,0.0,0.0,0.0,0.0,-4.274819215580326
frame_47_0.png,frame_47,1,48,0.0,-0.0670348558712357,0.0,0.0,0.0,-29.392933500629393,0.6030365375213664,0.0,0.0,0.0,0.0,2.0519140674554843
frame_48_0.png,frame_48,1,49,0.0,0.6455852998950831,0.0,0.0,0.0,-29.36434608180746,3.197052408789254,0.0,0.0,0.0,0.0,-0.4980702871386766
frame_49_0.png,frame_49,1,50,0.0,-0.22833947285581324,0.0,0.0,0.0,-29.359495841436424,-2.8924953767373065,0.0,0.0,0.0,0.0,-0.3271135320365248
frame_50_0.png,frame_50,1,51,0.0,1.6987374834285631,0.0,0.0,0.0,-29.357386177283306,2.913934097422415,0.0,0.0,0.0,0.0,-4.84117178608124
frame_51_0.png,frame_51,1,52,0.0,-0.5518487386158268,0.0,0.0,0.0,-29.326042735786036,4.5824972829858535,0.0,0.0,0.0,0.0,2.328127532500136
