sensor_image,obj_id,obj_pose,pose_id,pose_1,pose_2,pose_3,pose_4,pose_5,pose_6,move_1,move_2,move_3,move_4,move_5,move_6
image_1.png,1,"[0, 0, 0, 0, 0, 0]",1,0.0,0.0,5.460606259010689,24.864968010391436,18.395837323359487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_2.png,1,"[0, 0, 0, 0, 0, 0]",2,0.0,0.0,3.393958113631672,18.227987714741268,-24.19961565468695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_3.png,1,"[0, 0, 0, 0, 0, 0]",3,0.0,0.0,1.2234850181566443,8.881406184896825,-20.560511609195565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_4.png,1,"[0, 0, 0, 0, 0, 0]",4,0.0,0.0,2.0804273796463915,2.441549091506591,12.937686836808751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_5.png,1,"[0, 0, 0, 0, 0, 0]",5,0.0,0.0,1.5692713228774264,8.43586941645379,9.6547240292332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_6.png,1,"[0, 0, 0, 0, 0, 0]",6,0.0,0.0,4.231451764012405,-19.866433304837884,-14.767481014404089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_7.png,1,"[0, 0, 0, 0, 0, 0]",7,0.0,0.0,1.4621563955591532,-24.168499275072087,10.289166734398215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_8.png,1,"[0, 0, 0, 0, 0, 0]",8,0.0,0.0,1.0914615374685217,-21.530493115309653,-12.180555468135656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_9.png,1,"[0, 0, 0, 0, 0, 0]",9,0.0,0.0,5.243862174158965,22.04821056102569,3.582126355285414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_10.png,1,"[0, 0, 0, 0, 0, 0]",10,0.0,0.0,4.386243549406887,-1.2021060321482935,4.3303825827789915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_11.png,1,"[0, 0, 0, 0, 0, 0]",11,0.0,0.0,1.4944072797119534,24.60997839279512,-14.153510966051886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_12.png,1,"[0, 0, 0, 0, 0, 0]",12,0.0,0.0,1.9179923571214492,15.127452935021893,-2.1929285769595346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_13.png,1,"[0, 0, 0, 0, 0, 0]",13,0.0,0.0,2.8777445563519533,12.375255938773655,21.125394444130357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_14.png,1,"[0, 0, 0, 0, 0, 0]",14,0.0,0.0,3.79209852228309,-3.8482940186401926,-24.855815486647646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
image_15.png,1,"[0, 0, 0, 0, 0, 0]",15,0.0,0.0,0.8519953238578372,-0.9817684652052563,23.06348150711584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
