loss,output_1_loss,output_2_loss,output_1_mae,output_2_mae,val_loss,val_output_1_loss,val_output_2_loss,val_output_1_mae,val_output_2_mae
1.4740663766860962,0.07083173841238022,0.032743215560913086,0.18718843162059784,0.11350151896476746,1.1323275566101074,0.014513797126710415,0.00414316589012742,0.084570974111557,0.04870336875319481
0.8777951002120972,0.015159403905272484,0.005069145932793617,0.08997493982315063,0.05399571359157562,0.6440630555152893,0.02079603634774685,0.002319964114576578,0.11095806211233139,0.03534967079758644
0.4566009044647217,0.01194801926612854,0.004150448366999626,0.07996423542499542,0.048682842403650284,0.30724993348121643,0.012862945906817913,0.0038031870499253273,0.07982384413480759,0.04748021811246872
0.21329066157341003,0.009974067099392414,0.00392166618257761,0.07400164008140564,0.04732413962483406,0.14477796852588654,0.011453187093138695,0.002096686279401183,0.07536942511796951,0.0315169058740139
0.10960118472576141,0.009983409196138382,0.003942559938877821,0.07332910597324371,0.04726261645555496,0.08430429548025131,0.011094466783106327,0.002862932626157999,0.07259442657232285,0.03701227530837059
0.07119754701852798,0.009851114824414253,0.004409866873174906,0.07406368851661682,0.05041341856122017,0.06286857277154922,0.012431561946868896,0.0027301660738885403,0.08323068171739578,0.03886263817548752
0.05500183254480362,0.009902349673211575,0.004127988126128912,0.07501518726348877,0.049217589199543,0.05016535520553589,0.012033933773636818,0.0018035345710814,0.08227141201496124,0.03020610101521015
0.045056961476802826,0.00836466159671545,0.004093518014997244,0.06793911755084991,0.04808252304792404,0.04325922206044197,0.010192405432462692,0.0034947553649544716,0.0669761449098587,0.04722191393375397
0.03941118344664574,0.007886395789682865,0.003753602271899581,0.06687893718481064,0.046578217297792435,0.039713673293590546,0.010699269361793995,0.0024306655395776033,0.07275143265724182,0.03532061725854874
0.036018501967191696,0.007782465778291225,0.003759048180654645,0.06686194241046906,0.046371400356292725,0.036118242889642715,0.010140919126570225,0.0027126686181873083,0.07114803045988083,0.03879907354712486
0.03310214355587959,0.00762793468311429,0.0034396066330373287,0.06643956899642944,0.044658273458480835,0.0319393016397953,0.008847742341458797,0.002043805317953229,0.062069229781627655,0.03569488227367401
0.029342127963900566,0.006197814829647541,0.0032729143276810646,0.060001835227012634,0.04331788420677185,0.030190514400601387,0.00939034204930067,0.001578263589181006,0.06420397013425827,0.02912166528403759
0.02867998369038105,0.006581918336451054,0.003419474931433797,0.06199004501104355,0.04452044889330864,0.03270096331834793,0.013209464028477669,0.0015316515928134322,0.08317764848470688,0.029070358723402023
0.027528803795576096,0.006386719178408384,0.0035471166484057903,0.060658037662506104,0.0449632965028286,0.026712002232670784,0.008503924123942852,0.0014644151087850332,0.05940293148159981,0.02765108086168766
0.026108723133802414,0.006295067723840475,0.003249112283810973,0.060451194643974304,0.04297095909714699,0.028775466606020927,0.01092554908245802,0.0014453304465860128,0.06997298449277878,0.028180940076708794
0.025537792593240738,0.006159260403364897,0.0033992354292422533,0.05967598780989647,0.043877169489860535,0.026567179709672928,0.009419484063982964,0.0014992660144343972,0.06538763642311096,0.027981139719486237
0.0235762819647789,0.005428329110145569,0.003012916073203087,0.05681406334042549,0.041768286377191544,0.02705114521086216,0.010521993972361088,0.0017534486250951886,0.07123684138059616,0.031412698328495026
0.02368892915546894,0.005557685159146786,0.0033005448058247566,0.05722450092434883,0.043198876082897186,0.024674823507666588,0.00941199716180563,0.001236650045029819,0.0654715895652771,0.025752879679203033
0.022627534344792366,0.00528442719951272,0.0031539699994027615,0.05561143532395363,0.042590171098709106,0.025063179433345795,0.009681814350187778,0.001364122494123876,0.06560046225786209,0.028035243973135948
0.022228926420211792,0.005364795681089163,0.0031333526130765676,0.05586767941713333,0.04235008731484413,0.02558414824306965,0.010938102379441261,0.0012436194811016321,0.07156952470541,0.025769926607608795
0.021789424121379852,0.0052582803182303905,0.003197968937456608,0.05496404320001602,0.042728107422590256,0.02419540099799633,0.009291261434555054,0.0018589826067909598,0.06108628213405609,0.0329526923596859
0.02119343727827072,0.00510331941768527,0.0031412006355822086,0.054540686309337616,0.04207920655608177,0.02318492904305458,0.009394033811986446,0.0013389636296778917,0.06725631654262543,0.027454890310764313
0.021049678325653076,0.00516478531062603,0.003234260017052293,0.05528384447097778,0.04268542677164078,0.02356051467359066,0.009502791799604893,0.001553160953335464,0.07056135684251785,0.02942785620689392
0.02154775895178318,0.005897820461541414,0.003133785678073764,0.058774396777153015,0.042239945381879807,0.022459689527750015,0.008714256808161736,0.001625602482818067,0.06339412182569504,0.03065786510705948
0.019333453848958015,0.004613054916262627,0.0029152038041502237,0.05157781019806862,0.0405910350382328,0.021484659984707832,0.009065249934792519,0.0011995420791208744,0.06361772119998932,0.025142600759863853
0.019860800355672836,0.0051766205579042435,0.0029889580328017473,0.05513905733823776,0.04094962030649185,0.021908821538090706,0.008729671128094196,0.001602744567207992,0.06051850691437721,0.030589336529374123
0.018724163994193077,0.0045247264206409454,0.0029578639660030603,0.051684994250535965,0.04104823246598244,0.022220633924007416,0.009115374647080898,0.0015197369502857327,0.0630103200674057,0.029203105717897415
0.018789654597640038,0.00468846270814538,0.003024050733074546,0.05230078101158142,0.041262611746788025,0.021442359313368797,0.008772781118750572,0.001499893027357757,0.06235645338892937,0.028486769646406174
0.018001003190875053,0.004502919502556324,0.0027432318311184645,0.05116581916809082,0.03916035592556,0.023685889318585396,0.011784033849835396,0.0013845267239958048,0.0805710032582283,0.027721742168068886
0.018380286172032356,0.004657939076423645,0.0030337085481733084,0.052026111632585526,0.04132579267024994,0.023144153878092766,0.009815849363803864,0.0024184046778827906,0.06740062683820724,0.039745841175317764
0.018016250804066658,0.004697977099567652,0.0028543940279632807,0.05240306258201599,0.040428195148706436,0.02064719796180725,0.008800659328699112,0.0014733824646100402,0.06388064473867416,0.029121816158294678
0.01801491715013981,0.0047571659088134766,0.002929575275629759,0.052238963544368744,0.04070505499839783,0.021292315796017647,0.009497333317995071,0.001535777933895588,0.06417886912822723,0.02960616908967495
0.01762809045612812,0.004622497595846653,0.0028777336701750755,0.0522567480802536,0.0404985249042511,0.022416355088353157,0.010641101747751236,0.0015732076717540622,0.06696102023124695,0.030155111104249954
0.017636436969041824,0.004773842170834541,0.002967827022075653,0.052221670746803284,0.04072142019867897,0.022565903142094612,0.008649173192679882,0.0033886414021253586,0.06038086116313934,0.04575667530298233
0.017824068665504456,0.004848363809287548,0.0029750645626336336,0.05283891782164574,0.04079561308026314,0.02185959182679653,0.010351971723139286,0.001709400094114244,0.06746762245893478,0.031490787863731384
0.01677427627146244,0.004420979879796505,0.002823130926117301,0.049907177686691284,0.03998975083231926,0.019060872495174408,0.008520390838384628,0.0011204484617337584,0.058619461953639984,0.024875333532691002
